",Education,Income,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Age,Customer_Tenure_Days,total_spendings,Total_Children,Living_With"
"1276,Postgraduate,37368.0,4,1,1,0,2,6,0,0,51,195,30,1,Partner"
"1277,Graduate,40800.0,77,2,3,0,3,7,1,0,62,544,99,3,Partner"
"1278,Graduate,71847.0,95,0,6,7,9,3,0,0,48,646,1192,0,Alone"
"1279,Graduate,46149.0,36,5,5,1,7,5,0,0,51,212,362,1,Partner"
"1280,Graduate,78687.0,13,1,4,6,8,2,0,1,43,689,2130,0,Partner"
"1281,Undergraduate,49118.0,90,2,9,7,10,7,0,1,55,680,1229,0,Alone"
"1282,Postgraduate,37633.0,49,2,1,0,3,9,0,0,69,647,38,2,Partner"
"1283,Postgraduate,39767.0,18,2,7,1,7,8,0,0,75,343,485,0,Partner"
"1284,Undergraduate,26997.0,89,2,4,2,5,7,0,0,75,601,434,0,Partner"
"1285,Graduate,33986.0,43,1,1,0,3,7,0,0,56,472,44,1,Alone"
"1286,Postgraduate,57091.0,82,2,9,2,5,7,0,1,54,583,496,1,Partner"
"1287,Undergraduate,46831.0,84,2,1,2,2,4,0,0,57,386,78,2,Partner"
"1288,Postgraduate,83151.0,80,1,5,7,10,2,0,1,54,504,2346,0,Partner"
"1289,Graduate,52531.0,68,2,7,2,10,6,0,0,55,546,794,0,Partner"
"1290,Graduate,15759.0,12,1,1,0,2,7,0,0,70,297,17,0,Partner"
"1291,Graduate,22804.0,75,1,2,0,2,9,0,0,55,333,26,1,Alone"
"1292,Undergraduate,43050.0,10,2,2,0,4,5,0,0,53,103,76,1,Partner"
"1293,Postgraduate,42997.0,91,1,1,0,2,7,0,0,49,204,15,2,Alone"
"1294,Postgraduate,48918.0,21,2,1,0,4,4,0,0,63,78,62,2,Alone"
"1295,Postgraduate,60033.0,28,2,2,1,5,2,0,0,72,92,198,1,Partner"
"1296,Postgraduate,34043.0,97,1,2,0,2,9,0,0,48,247,49,1,Partner"
"1297,Graduate,57811.0,49,5,7,2,11,5,0,0,60,370,802,1,Partner"
"1298,Graduate,78569.0,14,1,4,6,4,1,0,1,80,130,1736,0,Partner"
"1299,Graduate,7500.0,5,4,2,1,3,6,0,0,48,549,57,2,Alone"
"1300,Postgraduate,157733.0,37,0,1,0,1,1,0,0,55,390,59,1,Partner"
"1301,Graduate,94384.0,62,0,5,8,5,2,0,1,73,482,2302,0,Partner"
"1302,Undergraduate,23148.0,83,1,2,0,3,7,0,0,41,131,37,0,Partner"
"1303,Graduate,44267.0,48,5,5,2,4,9,0,0,56,489,310,2,Alone"
"1304,Graduate,71626.0,94,1,5,5,8,3,0,0,47,605,1305,0,Partner"
"1305,Graduate,60894.0,61,5,10,3,8,7,0,0,60,366,832,1,Partner"
"1306,Graduate,50200.0,70,6,7,1,5,8,0,0,50,452,401,2,Partner"
"1307,Postgraduate,81051.0,43,1,5,5,12,2,0,0,61,37,1501,0,Partner"
"1308,Graduate,65169.0,23,1,10,4,13,6,0,1,44,166,1189,0,Partner"
"1309,Graduate,59868.0,37,7,11,2,12,6,0,0,54,342,1194,1,Partner"
"1310,Postgraduate,65695.0,50,2,5,4,10,4,0,0,66,149,656,1,Partner"
"1311,Postgraduate,64857.0,78,1,7,5,10,4,0,0,70,583,1540,0,Alone"
"1312,Postgraduate,45143.0,74,3,6,1,5,7,0,0,61,307,311,1,Partner"
"1313,Undergraduate,74805.0,14,5,4,7,10,2,0,0,71,235,820,1,Partner"
"1314,Undergraduate,59060.0,77,3,3,1,7,4,0,0,37,169,274,1,Partner"
"1315,Postgraduate,27238.0,39,3,3,0,3,9,0,0,64,435,57,2,Alone"
"1316,Graduate,47009.0,89,4,3,2,8,4,0,0,61,271,448,1,Partner"
"1317,Undergraduate,46094.0,62,1,1,0,3,7,0,0,53,19,44,2,Partner"
"1318,Graduate,40321.0,59,2,3,0,3,7,0,0,54,335,102,2,Partner"
"1319,Graduate,37235.0,68,1,1,1,2,4,0,0,42,148,61,1,Partner"
"1320,Postgraduate,81843.0,13,1,5,9,12,3,0,0,66,433,1643,0,Partner"
"1321,Postgraduate,46692.0,37,3,6,1,5,6,0,0,68,388,397,1,Partner"
"1322,Graduate,77382.0,36,2,5,7,12,1,0,0,58,173,1121,1,Partner"
"1323,Graduate,37774.0,28,4,7,2,3,9,1,1,49,664,473,2,Alone"
"1324,Undergraduate,18393.0,2,2,3,0,3,8,0,0,52,92,50,1,Partner"
"1325,Postgraduate,72828.0,17,6,6,3,13,7,0,0,64,500,1678,1,Partner"
"1326,Graduate,24711.0,86,1,3,0,3,7,0,0,44,72,58,0,Partner"
"1327,Postgraduate,45503.0,54,1,3,1,4,5,0,0,51,277,170,1,Partner"
"1328,Postgraduate,6560.0,2,0,1,0,1,17,0,0,44,199,373,0,Alone"
"1329,Postgraduate,71604.0,3,1,8,3,5,4,0,1,81,224,1196,0,Partner"
"1330,Graduate,27244.0,84,2,2,2,2,7,0,0,47,114,101,1,Partner"
"1331,Graduate,48752.0,8,5,6,1,5,9,0,1,57,564,316,2,Partner"
"1332,Graduate,71434.0,4,3,7,4,7,4,0,0,64,284,1400,1,Partner"
"1333,Graduate,90842.0,57,1,4,9,13,1,0,0,78,335,1424,0,Alone"
"1334,Postgraduate,88097.0,24,1,6,5,8,9,0,1,48,680,844,1,Partner"
"1335,Graduate,51948.0,51,2,5,2,4,5,0,0,51,285,311,1,Partner"
"1336,Graduate,71853.0,29,1,2,8,6,1,0,0,44,417,1149,0,Partner"
"1337,Postgraduate,35876.0,13,1,3,1,3,6,0,0,43,70,129,0,Partner"
"1338,Graduate,40049.0,23,1,1,0,3,6,0,0,74,256,32,1,Alone"
"1339,Graduate,39660.0,36,3,7,1,3,9,0,1,44,690,299,1,Alone"
"1340,Graduate,50127.0,88,1,5,1,6,6,0,0,64,31,320,1,Partner"
"1341,Postgraduate,43263.0,2,3,5,2,6,5,0,0,49,585,441,1,Partner"
"1342,Postgraduate,62845.0,3,11,3,4,10,8,0,1,77,636,1178,2,Partner"
"1343,Graduate,18929.0,15,1,1,0,4,6,0,0,36,498,85,0,Partner"
"1344,Undergraduate,24367.0,58,1,1,0,2,9,0,0,44,466,24,1,Alone"
"1345,Graduate,33249.0,11,2,2,1,3,6,0,0,51,494,112,1,Alone"
"1346,Undergraduate,26887.0,27,1,1,0,3,6,0,0,67,504,30,1,Partner"
"1347,Postgraduate,50150.0,32,2,5,2,7,5,0,0,43,374,410,0,Partner"
"1348,Graduate,62061.0,12,3,10,4,7,6,0,0,50,302,800,1,Partner"
"1349,Postgraduate,85696.0,88,1,4,6,9,1,0,1,64,422,1313,0,Alone"
"1350,Postgraduate,76542.0,91,1,4,8,10,2,0,0,70,456,1483,0,Partner"
"1351,Graduate,70515.0,12,1,6,6,4,2,0,1,33,251,1258,0,Alone"
"1352,Graduate,18227.0,21,1,0,1,2,8,0,0,39,598,28,1,Partner"
"1353,Graduate,69139.0,23,1,4,1,5,4,0,0,61,153,227,1,Partner"
"1354,Graduate,69109.0,10,1,6,6,7,4,0,1,44,597,1555,0,Partner"
"1355,Graduate,69627.0,35,2,8,2,11,5,0,0,64,469,861,1,Alone"
"1356,Graduate,38136.0,69,2,3,1,2,8,0,0,48,433,103,1,Partner"
"1357,Postgraduate,62159.0,68,1,6,2,10,4,0,0,80,62,634,0,Alone"
"1358,Graduate,80695.0,85,1,5,8,5,2,0,0,63,182,1918,0,Alone"
"1359,Postgraduate,33316.0,34,3,2,1,4,6,0,0,55,268,131,2,Alone"
"1360,Graduate,58554.0,55,6,8,2,6,7,0,0,58,641,586,2,Partner"
"1361,Undergraduate,17256.0,10,2,2,1,2,8,0,0,34,218,62,1,Partner"
"1362,Graduate,53034.0,30,8,6,1,7,8,0,0,52,395,447,2,Alone"
"1363,Undergraduate,52203.0,36,1,8,7,11,6,0,0,76,698,939,0,Partner"
"1364,Undergraduate,59601.0,14,4,2,2,7,8,0,0,49,339,797,1,Alone"
"1365,Postgraduate,75154.0,79,1,6,3,6,3,0,1,68,663,1143,1,Alone"
"1366,Graduate,47025.0,52,3,6,3,5,6,0,0,50,234,415,1,Alone"
"1367,Graduate,37971.0,97,1,1,0,3,8,0,0,53,216,30,1,Partner"
"1368,Postgraduate,41335.0,24,3,4,1,4,7,0,0,58,185,187,1,Alone"
"1369,Graduate,67267.0,0,1,3,2,5,2,0,0,68,47,251,1,Partner"
"1370,Graduate,57338.0,96,2,4,1,5,5,0,0,51,61,237,1,Alone"
"1371,Undergraduate,50523.0,89,2,2,0,4,6,0,0,66,186,91,2,Partner"
"1372,Postgraduate,35791.0,94,2,1,0,3,8,0,0,61,419,35,3,Alone"
"1373,Postgraduate,50611.0,98,6,4,5,7,6,0,0,66,633,493,1,Alone"
"1374,Postgraduate,56242.0,72,5,8,4,11,6,0,0,57,483,971,1,Partner"
"1375,Graduate,48904.0,1,4,7,2,4,8,0,0,66,574,371,1,Alone"
"1376,Graduate,56243.0,26,6,4,2,8,5,0,0,51,181,396,3,Alone"
"1377,Graduate,21355.0,5,2,2,1,2,6,0,1,41,313,68,1,Partner"
"1378,Postgraduate,57420.0,22,3,5,1,6,7,0,0,55,369,322,1,Partner"
"1379,Postgraduate,52247.25135379061,39,2,4,2,6,5,0,0,56,454,317,1,Partner"
"1380,Postgraduate,46390.0,56,1,4,2,3,7,0,0,71,55,222,1,Alone"
"1381,Undergraduate,54342.0,74,4,3,1,4,6,0,0,70,361,177,2,Partner"
"1382,Graduate,52247.25135379061,87,1,1,0,3,5,0,0,68,664,45,2,Partner"
"1383,Undergraduate,52247.25135379061,49,1,1,0,2,7,0,0,62,168,21,2,Alone"
"1384,Graduate,20895.0,24,1,2,0,3,9,0,0,53,631,45,1,Partner"
"1385,Graduate,92344.0,9,0,5,10,5,1,0,0,78,165,1899,0,Partner"
"1386,Postgraduate,52247.25135379061,17,1,1,0,3,7,0,0,54,119,42,1,Partner"
"1387,Undergraduate,26907.0,10,2,1,0,3,7,0,0,50,313,22,2,Partner"
"1388,Graduate,44964.0,35,1,1,0,3,8,0,0,46,560,41,2,Partner"
"1389,Graduate,75507.0,56,1,8,6,6,3,0,0,47,58,1440,0,Partner"
"1390,Postgraduate,53761.0,7,6,4,4,3,5,0,0,54,261,325,2,Partner"
"1391,Graduate,22682.0,51,3,2,1,4,4,0,0,53,269,95,1,Partner"
"1392,Postgraduate,38887.0,17,1,1,0,3,7,0,0,54,119,42,1,Partner"
"1393,Undergraduate,41658.0,30,2,1,1,2,4,0,0,51,597,72,2,Alone"
"1394,Postgraduate,29791.0,21,2,2,0,3,5,0,0,54,45,20,1,Partner"
"1395,Postgraduate,63915.0,2,2,6,3,12,5,0,0,70,334,789,2,Partner"
"1396,Graduate,39996.0,85,1,1,0,2,6,0,0,52,38,15,2,Alone"
"1397,Graduate,26759.0,65,2,2,1,3,6,0,0,54,142,59,1,Alone"
"1398,Postgraduate,63841.0,64,1,9,3,9,6,0,0,58,434,908,1,Alone"
"1399,Postgraduate,51039.0,11,2,6,2,4,7,0,0,57,566,417,2,Partner"
"1400,Graduate,60544.0,92,4,5,1,5,6,0,0,65,673,289,2,Partner"
"1401,Graduate,65685.0,54,1,9,2,9,5,0,0,54,92,769,1,Partner"
"1402,Graduate,37716.0,4,2,4,1,3,7,0,0,73,69,188,1,Partner"
"1403,Graduate,36864.0,53,3,5,2,4,8,0,1,69,685,354,1,Alone"
"1404,Postgraduate,44511.0,39,6,8,4,8,8,0,0,56,625,727,1,Partner"
"1405,Postgraduate,36947.0,49,4,3,0,4,9,0,0,59,691,146,2,Partner"
"1406,Postgraduate,47352.0,70,4,6,1,5,7,0,0,75,444,319,1,Partner"
"1407,Postgraduate,67087.0,40,2,7,5,8,4,0,0,73,194,794,1,Partner"
"1408,Graduate,57045.0,40,3,4,2,9,3,0,0,76,659,454,1,Partner"
"1409,Postgraduate,36957.0,43,4,3,2,2,9,0,1,73,661,152,2,Alone"
"1410,Postgraduate,69389.0,17,1,7,2,12,4,0,0,49,639,797,1,Partner"
"1411,Graduate,80134.0,40,2,5,3,6,6,0,1,54,405,1690,1,Partner"
"1412,Postgraduate,43142.0,84,1,1,0,2,7,0,0,57,131,20,2,Partner"
"1413,Graduate,80589.0,25,1,5,10,5,1,0,1,82,158,1428,0,Partner"
"1414,Graduate,34412.0,62,3,5,0,3,9,0,0,36,501,209,1,Alone"
"1415,Graduate,57537.0,83,4,4,3,8,4,0,0,47,384,545,1,Alone"
"1416,Undergraduate,22634.0,47,1,2,1,2,8,0,0,60,529,96,0,Partner"
"1417,Graduate,51315.0,45,1,2,2,5,2,0,0,78,126,222,0,Partner"
"1418,Graduate,36026.0,34,2,2,0,3,6,0,0,54,105,61,3,Partner"
"1419,Graduate,24639.0,3,3,2,0,4,6,0,0,53,152,44,2,Partner"
"1420,Postgraduate,34578.0,1,1,1,0,2,6,0,0,54,79,8,3,Partner"
"1421,Undergraduate,65704.0,18,1,2,10,10,1,0,0,54,259,817,0,Alone"
"1422,Graduate,63810.0,45,4,4,3,12,8,0,0,60,595,1371,1,Alone"
"1423,Postgraduate,54132.0,81,1,1,0,3,7,0,0,57,133,42,1,Partner"
"1424,Graduate,18690.0,77,1,1,1,2,8,0,0,67,548,60,0,Partner"
"1425,Graduate,28164.0,23,3,2,0,4,7,0,0,56,421,78,1,Partner"
"1426,Postgraduate,34596.0,48,1,1,0,2,8,0,0,52,442,23,1,Partner"
"1427,Postgraduate,43269.0,61,1,1,0,2,8,0,0,54,286,19,1,Partner"
"1428,Undergraduate,38741.0,60,2,2,0,3,7,0,0,68,91,61,2,Alone"
"1429,Graduate,31907.0,75,1,6,1,6,7,0,0,54,482,449,0,Alone"
"1430,Postgraduate,27100.0,64,1,1,0,3,7,0,0,43,450,37,1,Partner"
"1431,Undergraduate,31163.0,54,1,1,0,3,6,0,0,53,136,38,1,Alone"
"1432,Graduate,92533.0,84,1,6,5,11,2,0,0,41,192,1131,0,Partner"
"1433,Graduate,34853.0,75,2,2,0,3,6,0,0,53,188,34,2,Alone"
"1434,Graduate,70844.0,16,5,6,1,5,7,0,0,59,242,294,2,Alone"
"1435,Undergraduate,31086.0,79,2,1,1,2,8,0,0,47,421,48,2,Partner"
"1436,Graduate,60544.0,92,4,5,1,5,6,0,0,65,673,289,2,Partner"
"1437,Undergraduate,20491.0,16,1,0,1,2,7,0,0,40,520,30,0,Partner"
"1438,Graduate,42523.0,96,1,1,1,4,2,0,0,62,67,125,0,Partner"
"1439,Graduate,39922.0,30,2,3,0,4,8,0,0,43,500,156,1,Partner"
"1440,Graduate,33402.0,60,3,2,1,3,8,0,0,74,346,70,2,Partner"
"1441,Postgraduate,36408.0,11,1,1,0,2,6,0,0,77,281,22,2,Partner"
"1442,Graduate,21645.0,75,3,3,0,3,9,0,1,47,664,65,1,Partner"
"1443,Postgraduate,78427.0,36,3,3,7,10,3,0,1,78,613,1930,0,Alone"
"1444,Graduate,82657.0,71,1,7,5,10,4,0,0,80,275,2283,0,Partner"
"1445,Graduate,51876.0,88,1,2,2,8,1,0,0,68,257,310,0,Partner"
"1446,Undergraduate,78041.0,93,1,4,4,9,2,0,0,55,560,1319,0,Partner"
"1447,Graduate,52852.0,93,4,10,7,5,8,0,0,69,575,879,1,Partner"
"1448,Postgraduate,70038.0,54,1,4,4,8,2,0,0,44,247,1244,0,Partner"
"1449,Undergraduate,69401.0,41,4,4,4,5,2,0,0,53,98,690,1,Partner"
"1450,Graduate,46053.0,46,3,3,2,4,5,0,0,54,497,209,1,Partner"
"1451,Graduate,77343.0,28,1,3,4,9,1,0,0,61,20,1134,0,Partner"
"1452,Graduate,73892.0,40,1,3,11,8,1,0,1,73,228,1507,0,Alone"
"1453,Postgraduate,40304.0,82,1,2,0,3,7,0,0,59,272,57,1,Alone"
"1454,Postgraduate,32727.0,38,2,7,3,5,8,0,0,61,670,529,0,Partner"
"1455,Graduate,68695.0,3,1,4,4,7,2,0,0,57,4,1091,0,Partner"
"1456,Graduate,43300.0,87,3,4,0,4,8,0,1,55,624,180,1,Alone"
"1457,Graduate,26290.0,49,4,2,0,4,6,0,0,54,533,77,2,Partner"
"1458,Graduate,93790.0,16,0,6,7,12,2,0,1,56,137,2349,0,Alone"
"1459,Postgraduate,38410.0,65,2,5,2,9,6,0,1,52,653,534,0,Partner"
"1460,Postgraduate,64866.0,9,4,7,3,7,5,0,0,76,154,556,1,Alone"
"1461,Graduate,57957.0,24,7,4,6,8,3,1,0,67,314,637,1,Partner"
"1462,Postgraduate,46015.0,25,1,1,0,3,7,0,0,71,77,46,2,Partner"
"1463,Graduate,16531.0,43,3,3,0,3,7,0,0,48,11,44,1,Partner"
"1464,Postgraduate,28072.0,10,1,1,0,3,7,0,0,40,356,47,1,Partner"
"1465,Postgraduate,49476.0,29,4,2,11,5,2,0,0,63,374,795,1,Alone"
"1466,Graduate,50725.0,45,4,8,1,8,8,0,0,73,501,586,1,Partner"
"1467,Graduate,83844.0,57,1,4,4,11,1,0,0,74,413,1574,0,Partner"
"1468,Postgraduate,41145.0,20,1,0,0,3,3,0,0,76,141,13,2,Partner"
"1469,Graduate,67419.0,29,4,9,4,8,5,0,0,56,529,1471,1,Partner"
"1470,Undergraduate,23162.0,82,3,1,1,3,6,0,0,56,190,65,2,Partner"
"1471,Graduate,34380.0,68,4,4,1,3,8,0,0,49,423,175,1,Partner"
"1472,Graduate,34704.0,65,1,1,0,3,5,0,0,60,428,40,1,Alone"
"1473,Postgraduate,94871.0,99,1,8,5,4,7,0,1,57,666,1078,2,Partner"
"1474,Graduate,65148.0,9,2,6,6,7,4,0,0,68,590,1115,1,Partner"
"1475,Graduate,39898.0,20,2,3,0,4,7,0,0,72,502,134,1,Partner"
"1476,Postgraduate,64857.0,78,1,7,5,10,4,0,0,70,583,1540,0,Alone"
"1477,Postgraduate,59892.0,26,1,2,1,3,3,0,0,56,239,87,1,Partner"
"1478,Postgraduate,41020.0,68,1,3,2,4,3,0,0,39,244,217,0,Alone"
"1479,Postgraduate,57072.0,79,2,7,5,13,5,0,0,65,156,1034,1,Partner"
"1480,Graduate,60474.0,25,7,10,2,12,7,0,0,47,454,1180,1,Alone"
"1481,Graduate,62807.0,83,3,5,3,12,5,0,0,66,667,819,1,Partner"
"1482,Undergraduate,19414.0,32,1,1,0,3,8,0,0,45,256,32,1,Partner"
"1483,Graduate,19107.0,49,2,1,0,3,7,0,0,46,311,46,1,Partner"
"1484,Undergraduate,75484.0,50,2,7,3,6,4,0,0,50,696,1159,1,Partner"
"1485,Postgraduate,70379.0,84,3,6,3,13,4,0,0,50,483,860,1,Alone"
"1486,Postgraduate,79419.0,96,1,4,6,4,2,0,0,56,7,1631,0,Partner"
"1487,Postgraduate,64014.0,56,7,8,2,5,7,0,0,80,19,444,3,Partner"
"1488,Graduate,76998.0,85,2,11,8,8,6,0,0,71,534,1910,1,Partner"
"1489,Postgraduate,49854.0,63,5,6,2,5,6,0,0,54,231,380,1,Partner"
"1490,Postgraduate,60585.0,17,10,7,4,9,5,0,1,55,370,736,2,Partner"
"1491,Postgraduate,42873.0,11,4,6,1,4,8,0,0,76,524,269,2,Alone"
"1492,Graduate,87679.0,62,1,7,11,10,4,0,1,38,337,2524,0,Partner"
"1493,Graduate,57867.0,48,7,7,2,9,6,0,0,48,271,612,1,Partner"
"1494,Graduate,35765.0,86,2,2,0,4,6,0,0,36,200,75,1,Partner"
"1495,Graduate,65492.0,73,2,4,7,13,2,0,0,67,154,1045,0,Partner"
"1496,Graduate,32952.0,36,1,2,0,3,7,0,0,49,210,55,1,Alone"
"1497,Postgraduate,53374.0,34,6,4,2,9,9,0,1,57,682,1064,1,Partner"
"1498,Graduate,71706.0,16,4,9,5,7,5,0,0,67,593,1443,1,Partner"
"1499,Graduate,68487.0,48,1,9,7,13,4,0,0,38,532,1366,0,Partner"
"1500,Postgraduate,53253.0,61,7,4,3,5,5,0,0,51,503,436,2,Partner"
"1501,Undergraduate,31163.0,54,1,1,0,3,6,0,0,53,136,38,1,Alone"
"1502,Graduate,42014.0,56,6,7,1,6,8,0,1,49,681,436,1,Partner"
"1503,Postgraduate,54108.0,74,13,8,2,9,8,0,0,53,601,747,2,Partner"
"1504,Postgraduate,49667.0,35,2,5,10,5,8,0,1,71,678,1396,0,Alone"
"1505,Postgraduate,63206.0,65,1,4,3,6,2,0,0,52,101,928,0,Partner"
"1506,Postgraduate,57136.0,48,9,5,2,10,6,0,0,54,355,642,2,Partner"
"1507,Undergraduate,46772.0,88,6,11,8,5,8,0,0,51,599,1048,1,Partner"
"1508,Postgraduate,78931.0,19,1,2,8,13,1,0,0,55,247,943,0,Partner"
"1509,Graduate,53977.0,21,5,5,5,12,5,0,0,68,386,907,1,Partner"
"1510,Graduate,84219.0,27,1,3,4,10,1,0,0,38,147,1198,0,Partner"
"1511,Postgraduate,46098.0,86,4,3,2,2,8,0,0,51,680,120,2,Alone"
"1512,Graduate,73538.0,92,3,10,4,9,7,0,0,61,581,1658,1,Partner"
"1513,Graduate,79529.0,1,1,4,8,9,2,0,0,40,63,1638,0,Partner"
"1514,Undergraduate,20981.0,14,1,3,1,2,8,0,1,49,425,73,0,Partner"
"1515,Graduate,51766.0,74,2,4,2,4,5,0,0,46,110,275,1,Alone"
"1516,Graduate,55759.0,84,5,10,3,8,8,0,0,64,578,854,1,Partner"
"1517,Graduate,33039.0,4,1,2,0,4,5,0,0,48,293,78,1,Partner"
"1518,Postgraduate,37787.0,50,1,3,0,3,8,0,0,54,282,106,1,Partner"
"1519,Graduate,27242.0,2,2,2,0,3,9,0,1,56,595,106,1,Alone"
"1520,Postgraduate,87188.0,73,1,10,2,6,3,0,1,43,391,1923,0,Alone"
"1521,Graduate,69930.0,21,1,4,5,12,3,0,0,55,399,1662,0,Partner"
"1522,Graduate,37697.0,82,1,2,1,3,6,0,0,50,142,84,1,Alone"
"1523,Postgraduate,37401.0,14,2,2,0,3,7,0,0,53,54,48,1,Partner"
"1524,Graduate,3502.0,56,0,0,0,0,14,0,0,53,442,5,1,Alone"
"1525,Graduate,58597.0,20,12,7,4,9,7,0,0,50,586,733,2,Partner"
"1526,Postgraduate,82032.0,54,0,4,6,7,1,0,0,78,85,1234,0,Alone"
"1527,Graduate,28087.0,77,3,2,2,2,7,0,0,68,565,112,2,Partner"
"1528,Postgraduate,74004.0,5,1,4,6,4,3,0,1,39,125,1658,0,Alone"
"1529,Graduate,19740.0,65,2,1,1,3,5,0,0,66,462,55,1,Partner"
"1530,Undergraduate,57036.0,33,4,6,3,13,9,0,0,51,565,1513,1,Partner"
"1531,Undergraduate,53083.0,65,6,5,1,5,7,0,0,68,410,271,2,Partner"
"1532,Postgraduate,69283.0,41,4,7,3,13,5,0,0,51,15,904,1,Partner"
"1533,Postgraduate,46098.0,86,4,3,2,2,8,0,1,51,680,120,2,Alone"
"1534,Undergraduate,23331.0,92,2,3,0,3,8,0,0,38,663,103,1,Partner"
"1535,Undergraduate,23331.0,97,6,5,1,5,9,0,0,38,632,269,1,Alone"
"1536,Graduate,9255.0,91,1,1,1,2,8,0,0,37,191,22,1,Alone"
"1537,Postgraduate,67786.0,0,1,3,6,6,1,0,1,67,204,1156,0,Alone"
"1538,Postgraduate,71969.0,59,3,3,4,9,8,0,0,55,621,1086,1,Partner"
"1539,Postgraduate,59235.0,4,3,11,2,12,7,0,0,59,533,1128,1,Alone"
"1540,Graduate,31928.0,5,2,3,0,4,7,0,0,37,93,72,1,Partner"
"1541,Postgraduate,74881.0,48,4,9,2,12,5,0,0,65,478,964,2,Partner"
"1542,Graduate,65819.0,99,1,5,4,10,3,0,0,48,577,1383,0,Partner"
"1543,Postgraduate,51411.0,81,1,0,0,3,5,0,0,73,399,18,3,Alone"
"1544,Graduate,51983.0,95,3,9,2,10,7,0,0,62,667,793,1,Alone"
"1545,Postgraduate,42386.0,43,1,3,0,3,8,0,0,40,532,100,1,Partner"
"1546,Undergraduate,30390.0,5,1,2,0,3,6,0,0,39,300,80,0,Partner"
"1547,Graduate,30983.0,50,1,4,0,3,8,0,1,63,597,167,0,Alone"
"1548,Graduate,66033.0,76,2,8,3,7,7,0,0,69,525,677,1,Alone"
"1549,Undergraduate,37284.0,46,1,0,0,3,6,0,0,51,457,23,2,Partner"
"1550,Postgraduate,57530.0,68,1,1,1,4,1,0,0,75,260,92,1,Alone"
"1551,Undergraduate,76800.0,33,1,4,4,7,1,0,0,61,113,641,0,Partner"
"1552,Graduate,63943.0,50,1,6,4,6,5,0,0,70,665,1106,1,Partner"
"1553,Graduate,76081.0,85,1,4,5,4,2,0,0,64,37,1033,0,Partner"
"1554,Graduate,67445.0,63,5,9,6,12,6,0,0,52,686,1174,1,Partner"
"1555,Postgraduate,37054.0,89,2,1,0,3,7,0,0,59,287,25,2,Partner"
"1556,Postgraduate,47175.0,81,7,4,2,4,8,0,1,64,609,240,2,Partner"
"1557,Graduate,31859.0,77,1,1,0,2,7,0,0,50,380,20,1,Alone"
"1558,Graduate,27215.0,50,4,2,1,4,6,0,0,65,522,102,3,Alone"
"1559,Postgraduate,70179.0,10,3,7,3,13,5,0,0,50,343,1034,1,Alone"
"1560,Graduate,39922.0,30,2,3,0,4,8,0,0,43,500,156,1,Partner"
"1561,Postgraduate,49681.0,66,6,7,1,7,7,0,0,50,237,458,2,Partner"
"1562,Graduate,24645.0,16,1,1,0,2,8,0,0,38,605,17,1,Partner"
"1563,Graduate,79865.0,12,1,5,10,5,1,0,0,72,11,792,1,Alone"
"1564,Graduate,44322.0,30,2,3,0,3,8,0,0,41,13,92,1,Partner"
"1565,Graduate,47958.0,8,2,6,3,5,5,0,0,74,526,407,1,Alone"
"1566,Postgraduate,63972.0,93,4,5,4,10,4,0,0,62,574,1269,1,Alone"
"1567,Graduate,75315.0,14,2,5,4,12,2,0,0,72,75,841,1,Partner"
"1568,Postgraduate,55517.0,53,5,11,1,6,9,0,1,76,640,633,2,Partner"
"1569,Postgraduate,75283.0,26,11,6,3,5,4,0,0,69,459,1019,3,Partner"
"1570,Postgraduate,82800.0,23,1,7,6,12,3,0,1,80,582,1315,0,Alone"
"1571,Graduate,38998.0,92,3,2,0,3,8,1,0,72,603,54,2,Partner"
"1572,Postgraduate,90638.0,29,1,3,4,10,1,0,1,35,136,2525,0,Alone"
"1573,Postgraduate,27161.0,41,1,1,0,3,7,0,0,40,244,52,1,Partner"
"1574,Graduate,42014.0,56,6,7,1,6,8,0,1,49,681,436,1,Partner"
"1575,Postgraduate,38201.0,19,4,5,1,5,8,0,0,66,457,268,1,Partner"
"1576,Graduate,45203.0,4,1,3,1,3,6,0,1,44,98,147,2,Partner"
"1577,Postgraduate,81574.0,89,1,4,5,8,1,0,0,79,62,1798,0,Partner"
"1578,Graduate,34935.0,71,1,2,1,4,7,0,0,34,373,137,0,Partner"
"1579,Postgraduate,60482.0,81,1,7,2,7,7,0,0,50,522,507,1,Alone"
"1580,Graduate,34633.0,31,1,1,0,2,6,0,0,70,157,15,3,Partner"
"1581,Postgraduate,78093.0,53,1,4,7,5,1,0,0,79,200,1105,0,Partner"
"1582,Graduate,82460.0,78,1,5,3,6,1,0,0,76,209,974,0,Alone"
"1583,Postgraduate,45903.0,80,2,2,1,3,4,0,0,60,67,66,1,Partner"
"1584,Graduate,81361.0,18,1,3,10,13,1,0,1,39,124,778,0,Alone"
"1585,Postgraduate,35860.0,37,2,1,1,2,5,0,1,53,41,49,2,Alone"
"1586,Postgraduate,40442.0,52,4,3,1,4,7,0,1,74,679,169,2,Partner"
"1587,Graduate,61482.0,39,1,3,2,6,2,0,0,61,2,299,0,Partner"
"1588,Graduate,34968.0,11,7,3,2,5,7,0,0,46,445,221,1,Partner"
